index,Reaction,Ground turth,LocalMapper,RXNMapper,GraphMapper,LocalMapper_Conf,RXNMapper_Conf,GraphMapper_Conf,Source
1514,CC(C)(C)OC(=O)N1CCC(c2noc3c(O)c(F)ccc23)CC1.CC(C)(C)[O-].CI.[K+]>>COc1c(F)ccc2c(C3CCN(C(=O)OC(C)(C)C)CC3)noc12,[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([c:12]2[n:13][o:14][c:15]3[c:16]2[cH:17][cH:18][c:19]([F:20])[c:21]3[OH:22])[CH2:24][CH2:25]1.[CH3:23][I:31].[CH3:26][C:27]([CH3:28])([CH3:29])[O-:30].[K+:32]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([c:12]2[n:13][o:14][c:15]3[c:16]2[cH:17][cH:18][c:19]([F:20])[c:21]3[O:22][CH3:23])[CH2:24][CH2:25]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([c:12]2[n:13][o:14][c:15]3[c:16]2[cH:17][cH:18][c:19]([F:20])[c:21]3[OH:22])[CH2:24][CH2:25]1.[CH3:23]I.CC(C)(C)[O-].[K+]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([c:12]2[n:13][o:14][c:15]3[c:16]2[cH:17][cH:18][c:19]([F:20])[c:21]3[O:22][CH3:23])[CH2:24][CH2:25]1,[OH:2][c:3]1[c:4]([F:5])[cH:6][cH:7][c:8]2[c:9]([CH:10]3[CH2:11][CH2:12][N:13]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:21][CH2:22]3)[n:23][o:24][c:25]12.CC(C)(C)[O-].I[CH3:1].[K+]>>[CH3:1][O:2][c:3]1[c:4]([F:5])[cH:6][cH:7][c:8]2[c:9]([CH:10]3[CH2:11][CH2:12][N:13]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:21][CH2:22]3)[n:23][o:24][c:25]12,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:24][CH2:23][CH:11]([CH2:10][CH2:9]1)[c:12]2[n:13][o:14][c:15]3[c:22]2[cH:21][cH:20][c:18]([F:19])[c:16]3[OH:17].[CH3:25][C:26]([CH3:27])([CH3:28])[O-:29].[I:31][CH3:30].[K+:32]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:24][CH2:23][CH:11]([CH2:10][CH2:9]1)[c:12]2[n:13][o:14][c:15]3[c:16]([c:18]([cH:20][cH:21][c:22]23)[F:19])[O:17][CH3:30],True,0.3563330826684573,0,golden
1515,CCN(CC)CC.O=C(Cl)OCc1ccccc1.O=C(O)CP(=O)(O)CCCCc1ccccc1>>O=C(CP(=O)(O)CCCCc1ccccc1)OCc1ccccc1,[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7].[Cl:8][C:9](=[O:10])[O:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.[OH:19][C:20](=[O:21])[CH2:22][P:23](=[O:24])([OH:25])[CH2:26][CH2:27][CH2:28][CH2:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1>>[O:11]([CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[C:20](=[O:21])[CH2:22][P:23](=[O:24])([OH:25])[CH2:26][CH2:27][CH2:28][CH2:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1,CCN(CC)CC.ClC(=O)[O:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.O[C:20](=[O:21])[CH2:22][P:23](=[O:24])([OH:25])[CH2:26][CH2:27][CH2:28][CH2:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1>>[O:11]([CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[C:20](=[O:21])[CH2:22][P:23](=[O:24])([OH:25])[CH2:26][CH2:27][CH2:28][CH2:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1,CCN(CC)CC.O=C(Cl)[O:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.O[C:2](=[O:1])[CH2:3][P:4](=[O:5])([OH:6])[CH2:7][CH2:8][CH2:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[O:1]=[C:2]([CH2:3][P:4](=[O:5])([OH:6])[CH2:7][CH2:8][CH2:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[O:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,[CH2:2]([CH3:1])[N:3]([CH2:4][CH3:5])[CH2:6][CH3:7].[cH:15]1[cH:14][c:13]([cH:18][cH:17][cH:16]1)[CH2:12][O:11][C:9](=[O:8])[Cl:10].[cH:31]1[cH:32][cH:33][cH:34][cH:35][c:30]1[CH2:29][CH2:28][CH2:27][CH2:26][P:23]([CH2:22][C:20]([OH:19])=[O:21])([OH:24])=[O:25]>>[cH:32]1[cH:31][c:30]([cH:35][cH:34][cH:33]1)[CH2:29][CH2:28][CH2:27][CH2:26][P:23](=[O:25])([CH2:22][C:20](=[O:19])[O:21][CH2:12][c:13]2[cH:18][cH:17][cH:16][cH:15][cH:14]2)[OH:24],False,0.4619168659808247,0,golden
1516,CC(C)(C(=O)O)c1ccc(C(=O)CCCCl)cc1.COS(=O)(=O)OC.O=C([O-])[O-].[K+].[K+]>>COC(=O)C(C)(C)c1ccc(C(=O)CCCCl)cc1,[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[OH:29])([CH3:16])[CH3:17])[cH:18][cH:19]1.[K+:30].[K+:31].[O-:25][C:26]([O-:27])=[O:28].[O:14]([CH3:15])[S:22]([O:21][CH3:20])(=[O:23])=[O:24]>>[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[O:14][CH3:15])([CH3:16])[CH3:17])[cH:18][cH:19]1,[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[OH:14])([CH3:16])[CH3:17])[cH:18][cH:19]1.[K+].[K+].[O-]C([O-])=O.O([CH3:15])S(OC)(=O)=O>>[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[O:14][CH3:15])([CH3:16])[CH3:17])[cH:18][cH:19]1,[OH:2][C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[CH2:14][CH2:15][CH2:16][Cl:17])[cH:18][cH:19]1.COS(=O)(=O)O[CH3:1].O=C([O-])[O-].[K+].[K+]>>[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[CH2:14][CH2:15][CH2:16][Cl:17])[cH:18][cH:19]1,[CH3:1][C:2]([CH3:3])([c:7]1[cH:8][cH:9][c:10]([cH:17][cH:18]1)[C:11](=[O:12])[CH2:13][CH2:14][CH2:15][Cl:16])[C:4]([OH:5])=[O:6].[K+:30].[K+:31].[O-:28][C:27]([O-:29])=[O:26].[O:22]=[S:21](=[O:23])([O:24][CH3:25])[O:20][CH3:19]>>[CH3:1][C:2]([CH3:3])([C:4](=[O:6])[O:5][CH3:19])[c:7]1[cH:8][cH:9][c:10]([cH:17][cH:18]1)[C:11](=[O:12])[CH2:13][CH2:14][CH2:15][Cl:16],True,0.4333333571750742,0,golden
1517,C1CCOC1.CCOCC.Cc1cccnc1C(N)=O.FB(F)F.Nc1ccccc1>>Cc1cccnc1C(=O)Nc1ccccc1,[CH2:17]1[CH2:18][CH2:19][O:20][CH2:21]1.[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8](=[O:9])[NH2:31].[CH3:22][CH2:23][O:24][CH2:25][CH3:26].[F:27][B:28]([F:29])[F:30].[NH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8](=[O:9])[NH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,C1CCOC1.[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8](=[O:9])N.CCOCC.FB(F)F.[NH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8](=[O:9])[NH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,C1CCOC1.CCOCC.N[C:8]([c:7]1[c:2]([CH3:1])[cH:3][cH:4][cH:5][n:6]1)=[O:9].FB(F)F.[NH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8](=[O:9])[NH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1.[CH3:6][CH2:7][O:8][CH2:9][CH3:10].[F:24][B:22]([F:21])[F:23].[cH:14]1[cH:15][n:16][c:17]([C:18]([NH2:19])=[O:20])[c:12]([CH3:11])[cH:13]1.[cH:28]1[cH:27][c:26]([cH:31][cH:30][cH:29]1)[NH2:25]>>[cH:28]1[cH:27][c:26]([cH:31][cH:30][cH:29]1)[NH:19][C:18]([c:17]2[c:12]([CH3:11])[cH:13][cH:14][cH:15][n:16]2)=[O:20],True,0.8742514129647275,0,golden
1518,CC(C)(C(=O)O)c1ccc(C(=O)CCCCl)cc1.CO>>COC(=O)C(C)(C)c1ccc(C(=O)CCCCl)cc1,[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[OH:20])([CH3:16])[CH3:17])[cH:18][cH:19]1.[OH:14][CH3:15]>>[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[O:14][CH3:15])([CH3:16])[CH3:17])[cH:18][cH:19]1,[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])O)([CH3:16])[CH3:17])[cH:18][cH:19]1.[OH:14][CH3:15]>>[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[O:14][CH3:15])([CH3:16])[CH3:17])[cH:18][cH:19]1,O[C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[CH2:14][CH2:15][CH2:16][Cl:17])[cH:18][cH:19]1.[CH3:1][OH:2]>>[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[CH2:14][CH2:15][CH2:16][Cl:17])[cH:18][cH:19]1,[CH3:19][OH:20].[CH3:1][C:2]([CH3:3])([c:7]1[cH:8][cH:9][c:10]([cH:17][cH:18]1)[C:11](=[O:12])[CH2:13][CH2:14][CH2:15][Cl:16])[C:4]([OH:5])=[O:6]>>[CH3:1][C:2]([CH3:3])([C:4](=[O:6])[O:5][CH3:19])[c:7]1[cH:8][cH:9][c:10]([cH:17][cH:18]1)[C:11](=[O:12])[CH2:13][CH2:14][CH2:15][Cl:16],True,0.3803409742577123,0,golden
1519,CC(C)(C(=O)O)c1ccc(C(=O)CCCCl)cc1.CCO.Cl>>CCOC(=O)C(C)(C)c1ccc(C(=O)CCCCl)cc1,[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[OH:22])([CH3:17])[CH3:18])[cH:19][cH:20]1.[ClH:21].[OH:14][CH2:15][CH3:16]>>[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[O:14][CH2:15][CH3:16])([CH3:17])[CH3:18])[cH:19][cH:20]1,[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])O)([CH3:17])[CH3:18])[cH:19][cH:20]1.Cl.[OH:14][CH2:15][CH3:16]>>[Cl:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([C:12](=[O:13])[O:14][CH2:15][CH3:16])([CH3:17])[CH3:18])[cH:19][cH:20]1,O[C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([C:13](=[O:14])[CH2:15][CH2:16][CH2:17][Cl:18])[cH:19][cH:20]1.[CH3:1][CH2:2][OH:3].Cl>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([C:13](=[O:14])[CH2:15][CH2:16][CH2:17][Cl:18])[cH:19][cH:20]1,[CH2:20]([CH3:19])[OH:21].[CH3:1][C:2]([CH3:3])([c:7]1[cH:8][cH:9][c:10]([cH:17][cH:18]1)[C:11](=[O:12])[CH2:13][CH2:14][CH2:15][Cl:16])[C:4]([OH:5])=[O:6].[ClH:22]>>[cH:8]1[cH:9][c:10]([cH:17][cH:18][c:7]1[C:2]([CH3:1])([CH3:3])[C:4]([O:5][CH2:20][CH3:19])=[O:6])[C:11](=[O:12])[CH2:13][CH2:14][CH2:15][Cl:16],True,0.5537976194498668,0,golden
1520,CC(C(=O)O)c1ccccc1.CCO.Cl>>CCOC(=O)C(C)c1ccccc1,[ClH:14].[OH:5][CH2:6][CH3:7].[c:1]1([CH:2]([C:3](=[O:4])[OH:15])[CH3:8])[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[c:1]1([CH:2]([C:3](=[O:4])[O:5][CH2:6][CH3:7])[CH3:8])[cH:9][cH:10][cH:11][cH:12][cH:13]1,Cl.[OH:5][CH2:6][CH3:7].[c:1]1([CH:2]([C:3](=[O:4])O)[CH3:8])[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[c:1]1([CH:2]([C:3](=[O:4])[O:5][CH2:6][CH3:7])[CH3:8])[cH:9][cH:10][cH:11][cH:12][cH:13]1,O[C:4](=[O:5])[CH:6]([CH3:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1.[CH3:1][CH2:2][OH:3].Cl>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]([CH3:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[CH2:13]([CH3:12])[OH:14].[ClH:15].[cH:7]1[cH:8][cH:9][cH:10][cH:11][c:6]1[CH:2]([C:3]([OH:4])=[O:5])[CH3:1]>>[cH:7]1[cH:8][cH:9][cH:10][cH:11][c:6]1[CH:2]([C:3](=[O:5])[O:4][CH2:13][CH3:12])[CH3:1],True,0.5912199180696749,0,golden
1521,CO.O.O=C(O)Cc1ccccc1Oc1ccccc1.O=S(=O)(O)O>>COC(=O)Cc1ccccc1Oc1ccccc1,[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[c:9]([CH2:10][C:11](=[O:12])[OH:25])[cH:15][cH:16][cH:17][cH:18]1.[O:20]=[S:21](=[O:22])([OH:23])[OH:24].[OH2:19].[OH:13][CH3:14]>>[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[c:9]([CH2:10][C:11](=[O:12])[O:13][CH3:14])[cH:15][cH:16][cH:17][cH:18]1,[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[c:9]([CH2:10][C:11](=[O:12])O)[cH:15][cH:16][cH:17][cH:18]1.O=S(=O)(O)O.O.[OH:13][CH3:14]>>[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[c:9]([CH2:10][C:11](=[O:12])[O:13][CH3:14])[cH:15][cH:16][cH:17][cH:18]1,[CH3:1][OH:2].O.O[C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[O:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.O=S(=O)(O)O>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[O:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[CH3:1][OH:2].[O:24]=[S:22](=[O:25])([OH:21])[OH:23].[OH2:3].[cH:16]1[cH:17][cH:18][cH:19][cH:20][c:15]1[O:14][c:13]2[cH:12][cH:11][cH:10][cH:9][c:8]2[CH2:7][C:5]([OH:4])=[O:6]>>[cH:17]1[cH:16][c:15]([cH:20][cH:19][cH:18]1)[O:14][c:13]2[c:8]([cH:9][cH:10][cH:11][cH:12]2)[CH2:7][C:5](=[O:4])[O:6][CH3:1],True,0.5915527896163754,0,golden
1522,CC1CCC(NC(=O)C2CC2CO)CC1.CCN(CC)CC.CS(=O)(=O)O>>CC1CCC(NC(=O)C2CC2COS(C)(=O)=O)CC1,[CH3:1][CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]2[CH:10]([CH2:11][OH:12])[CH2:17]2)[CH2:18][CH2:19]1.[CH3:20][CH2:21][N:22]([CH2:23][CH3:24])[CH2:25][CH3:26].[S:13]([CH3:14])(=[O:15])(=[O:16])[OH:27]>>[CH3:1][CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]2[CH:10]([CH2:11][O:12][S:13]([CH3:14])(=[O:15])=[O:16])[CH2:17]2)[CH2:18][CH2:19]1,[CH3:1][CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]2[CH:10]([CH2:11][OH:12])[CH2:17]2)[CH2:18][CH2:19]1.CCN(CC)CC.[S:13]([CH3:14])(=[O:15])(=[O:16])O>>[CH3:1][CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]2[CH:10]([CH2:11][O:12][S:13]([CH3:14])(=[O:15])=[O:16])[CH2:17]2)[CH2:18][CH2:19]1,[CH3:1][CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]2[CH2:10][CH:11]2[CH2:12][OH:13])[CH2:18][CH2:19]1.CCN(CC)CC.O[S:14]([CH3:15])(=[O:16])=[O:17]>>[CH3:1][CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]2[CH2:10][CH:11]2[CH2:12][O:13][S:14]([CH3:15])(=[O:16])=[O:17])[CH2:18][CH2:19]1,[CH2:17]([CH3:16])[N:18]([CH2:19][CH3:20])[CH2:21][CH3:22].[CH2:3]1[CH2:4][CH:5]([CH2:14][CH2:15][CH:2]1[CH3:1])[NH:6][C:7]([CH:9]2[CH:11]([CH2:10]2)[CH2:12][OH:13])=[O:8].[O:26]=[S:24](=[O:27])([OH:25])[CH3:23]>>[O:25]=[S:24](=[O:26])([O:13][CH2:12][CH:11]1[CH2:10][CH:9]1[C:7]([NH:6][CH:5]2[CH2:4][CH2:3][CH:2]([CH2:15][CH2:14]2)[CH3:1])=[O:8])[CH3:23],True,0.4324835781979559,0,golden
1523,CC(=O)c1ccc(C(=O)O)cc1.CO.Cl>>COC(=O)c1ccc(C(C)=O)cc1,[C:1]([CH3:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8](=[O:9])[OH:15])[cH:12][cH:13]1.[ClH:14].[OH:10][CH3:11]>>[C:1]([CH3:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8](=[O:9])[O:10][CH3:11])[cH:12][cH:13]1,[C:1]([CH3:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8](=[O:9])O)[cH:12][cH:13]1.Cl.[OH:10][CH3:11]>>[C:1]([CH3:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8](=[O:9])[O:10][CH3:11])[cH:12][cH:13]1,O[C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([CH3:10])=[O:11])[cH:12][cH:13]1.[CH3:1][OH:2].Cl>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([CH3:10])=[O:11])[cH:12][cH:13]1,[CH3:13][OH:14].[ClH:15].[cH:5]1[cH:6][c:7]([cH:11][cH:12][c:4]1[C:2](=[O:3])[CH3:1])[C:8]([OH:9])=[O:10]>>[cH:5]1[cH:6][c:7]([cH:11][cH:12][c:4]1[C:2]([CH3:1])=[O:3])[C:8](=[O:10])[O:9][CH3:13],True,0.6288779721364749,0,golden
1524,CO.O=C(O)c1ccc(F)c(C(F)(F)F)c1.O=S(Cl)Cl>>COC(=O)c1ccc(F)c(C(F)(F)F)c1,[F:1][c:2]1[c:3]([C:4]([F:5])([F:6])[F:7])[cH:8][c:9]([C:10](=[O:11])[OH:20])[cH:14][cH:15]1.[O:16]=[S:17]([Cl:18])[Cl:19].[OH:12][CH3:13]>>[F:1][c:2]1[c:3]([C:4]([F:5])([F:6])[F:7])[cH:8][c:9]([C:10](=[O:11])[O:12][CH3:13])[cH:14][cH:15]1,[F:1][c:2]1[c:3]([C:4]([F:5])([F:6])[F:7])[cH:8][c:9]([C:10](=[O:11])O)[cH:14][cH:15]1.O=S(Cl)Cl.[OH:12][CH3:13]>>[F:1][c:2]1[c:3]([C:4]([F:5])([F:6])[F:7])[cH:8][c:9]([C:10](=[O:11])[O:12][CH3:13])[cH:14][cH:15]1,[CH3:1][OH:2].O[C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([F:9])[c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1.O=S(Cl)Cl>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([F:9])[c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1,[CH3:1][OH:2].[Cl:5][S:4]([Cl:6])=[O:3].[F:17][C:16]([F:18])([F:19])[c:15]1[c:13]([F:14])[cH:12][cH:11][c:10]([C:8](=[O:9])[OH:7])[cH:20]1>>[F:17][C:16]([F:18])([F:19])[c:15]1[c:13]([cH:12][cH:11][c:10]([C:8]([O:2][CH3:1])=[O:9])[cH:20]1)[F:14],True,0.2535266379634599,0,golden
1525,CC(=O)OC(C)=O.CCOC(C)=O.Cl.NC1Cc2ccccc2C1>>CC(=O)NC1Cc2ccccc2C1,[C:1]([CH3:2])(=[O:3])[O:17][C:15]([CH3:14])=[O:16].[CH3:18][CH2:19][O:20][C:21]([CH3:22])=[O:23].[ClH:24].[NH2:4][CH:5]1[CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[CH2:13]1>>[C:1]([CH3:2])(=[O:3])[NH:4][CH:5]1[CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[CH2:13]1,[C:1]([CH3:2])(=[O:3])OC(C)=O.CCOC(C)=O.Cl.[NH2:4][CH:5]1[CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[CH2:13]1>>[C:1]([CH3:2])(=[O:3])[NH:4][CH:5]1[CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[CH2:13]1,CC(=O)O[C:2]([CH3:1])=[O:3].CCOC(C)=O.Cl.[NH2:4][CH:5]1[CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[CH2:13]1>>[CH3:1][C:2](=[O:3])[NH:4][CH:5]1[CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[CH2:13]1,[C:2](=[O:3])([CH3:1])[O:4][C:5](=[O:7])[CH3:6].[CH2:17]1[c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[CH2:24][CH:16]1[NH2:15].[CH3:12][C:11](=[O:13])[O:10][CH2:9][CH3:8].[ClH:14]>>[cH:20]1[cH:21][cH:22][c:23]2[c:18]([cH:19]1)[CH2:17][CH:16]([CH2:24]2)[NH:15][C:5](=[O:7])[CH3:6],True,0.4890715593816646,0,golden
1526,CCN(C(C)C)C(C)C.COC(=O)c1cccc(C(=N)NO)c1.O.O=C(Cl)c1ccccc1F>>O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,[CH:24]([N:25]([CH:26]([CH3:27])[CH3:28])[CH2:29][CH3:30])([CH3:31])[CH3:32].[F:14][c:15]1[c:16]([C:17]([Cl:33])=[O:34])[cH:19][cH:20][cH:21][cH:22]1.[O:1]([C:2]([c:3]1[cH:4][c:5]([C:9]([NH:10][OH:11])=[NH:12])[cH:6][cH:7][cH:8]1)=[O:13])[CH3:23].[OH2:18]>>[C:2]([c:3]1[cH:4][c:5](-[c:9]2[n:10][o:11][c:17](-[c:16]3[c:15]([F:14])[cH:22][cH:21][cH:20][cH:19]3)[n:12]2)[cH:6][cH:7][cH:8]1)(=[O:13])[OH:18],C(N(C(C)C)CC)(C)C.[F:14][c:15]1[c:16]([C:17](Cl)=O)[cH:19][cH:20][cH:21][cH:22]1.O([C:2]([c:3]1[cH:4][c:5]([C:9]([NH:10][OH:11])=[NH:12])[cH:6][cH:7][cH:8]1)=[O:13])C.[OH2:18]>>[C:2]([c:3]1[cH:4][c:5](-[c:9]2[n:10][o:11][c:17](-[c:16]3[c:15]([F:14])[cH:22][cH:21][cH:20][cH:19]3)[n:12]2)[cH:6][cH:7][cH:8]1)(=[O:13])[OH:18],CCN(C(C)C)C(C)C.C[O:3][C:2](=[O:1])[c:4]1[cH:5][cH:6][cH:7][c:8]([C:9]([NH:10][OH:11])=[NH:20])[cH:21]1.O.O=[C:12](Cl)[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[F:19]>>[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8](-[c:9]2[n:10][o:11][c:12](-[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[F:19])[n:20]2)[cH:21]1,[CH3:5][CH:4]([CH3:6])[N:3]([CH:7]([CH3:8])[CH3:9])[CH2:2][CH3:1].[NH:20]=[C:19]([NH:21][OH:22])[c:18]1[cH:17][cH:16][cH:15][c:14]([C:12]([O:11][CH3:10])=[O:13])[cH:23]1.[OH2:24].[cH:30]1[cH:31][cH:32][c:33]([c:28]([cH:29]1)[C:26]([Cl:27])=[O:25])[F:34]>>[cH:30]1[cH:31][cH:32][c:33]([c:28](-[c:26]2[n:20][c:19](-[c:18]3[cH:23][c:14]([cH:15][cH:16][cH:17]3)[C:12]([OH:11])=[O:13])[n:21][o:25]2)[cH:29]1)[F:34],False,0.9130367590670392,0,golden
