reaction,mapped_reaction
C[Si](C)(C)OC1=CCCC1.O=C1C=CC(=O)C=C1>>C[Si](C)(C)OC12CCCC1c1cc(O)ccc1O2,[O:1]=[#6:2]-1-[#6:3]=[#6:4]-[#6:5](=[O:6])-[#6:7]=[#6:8]-1.[#6:9][Si:10]([#6:11])([#6:12])[#8:13]-[#6:14]-1=[#6:15]-[#6:16]-[#6:17]-[#6:18]-1>>[#6:12][Si:10]([#6:11])([#6:9])[#8:13][C:14]12[#6:18]-[#6:17]-[#6:16]-[#6:15]1-[c:4]1[c:3][c:2](-[#8:1])[c:8][c:7][c:5]1-[#8:6]2
CC1(O)CCCC1.CCCCN=[N+]=[N-]>>CCCCN1CCCCC1C.N#N,[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#7:5]=[N+:6]=[#7-:7].[#6:8][C:9]1([#8:10])[#6:11]-[#6:12]-[#6:13]-[#6:14]1>>[N:7]#[N:6].[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#7:5]-1-[#6:14]-[#6:13]-[#6:12]-[#6:11]-[#6:9]-1-[#6:8].[#8:10]
CC1CCCC(=O)C1C.CC(=O)C=C>>CC1CCCC2=CC(=O)CCC12C.O,[#6:1]-[#6:2]-1-[#6:3]-[#6:4]-[#6:5]-[#6:6](=[O:7])-[#6:8]-1-[#6:9].[#6:10]-[#6:11](=[O:12])-[#6:13]=[#6:14]>>[#6:1]-[#6:2]1-[#6:3]-[#6:4]-[#6:5]-[#6:6]2=[#6:10]-[#6:11](=[O:12])-[#6:13]-[#6:14][C:8]12[#6:9].[#8:7]
[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO.CC(=O)\C=C/C=O>>[H][C@]12OC(=O)[C@](O)(c3ccc(C)o3)[C@@]1(O)OC[C@@H]2O.O,[CH3:1][C:2](=[O:3])\[CH:4]=[CH:5]/[CH:6]=[O:7].[OH:19][CH2:18][C@H:16]([OH:17])[C@H:8]1[O:9][C:10](=[O:11])[C:12]([OH:13])=[C:14]1[OH:15]>>[OH2:3].[CH3:1][c:2]1[cH:4][cH:5][c:6]([o:7]1)[C@@:12]1([OH:13])[C:10](=[O:11])[O:9][C@@H:8]2[C@@H:16]([OH:17])[CH2:18][O:19][C@:14]12[OH:15]
CO[C@H]1C[C@H](S[Si](C)(C)C)[C@@H](CO1)OC(=O)N[Si](C)(C)C.CCc1cnc(O[Si](C)(C)C)nc1O[Si](C)(C)C>>CCC1=CN(C(CC2SC2CO)OC)C(=O)NC1=O.C[Si+](C)C.C[Si+](C)C.C[Si+](C)C.C[Si](C)(C)N.O=C=O,[CH3:1][CH2:2][c:3]1[cH:4][n:5][c:6]([n:7][c:8]1[O:9][Si:10]([CH3:11])([CH3:12])[CH3:13])[O:14][Si:15]([CH3:16])([CH3:17])[CH3:18].[CH3:19][O:20][C@H:21]1[CH2:22][C@@H:23]([C@@H:24]([CH2:25][O:26]1)[O:27][C:28](=[O:29])[NH:30][Si:31]([CH3:32])([CH3:33])[CH3:34])[S:35][Si:36]([CH3:37])([CH3:38])[CH3:39]>>[CH3:1][CH2:2][C:3]1=[CH:4][N:5]([C:6](=[O:14])[NH:7][C:8]1=[O:9])[CH:21]([CH2:22][CH:23]2[CH:24]([S:35]2)[CH2:25][OH:26])[O:20][CH3:19].[CH3:11][Si+:10]([CH3:12])[CH3:13].[CH3:16][Si+:15]([CH3:17])[CH3:18].[CH3:37][Si+:36]([CH3:38])[CH3:39].[CH3:32][Si:31]([CH3:33])([CH3:34])[NH2:30].[C:28](=[O:27])=[O:29]
C\C=C\[C@H](O)C\C=C\c1ccccc1>>C[C@H](CC=O)[C@@H](C=C)c1ccccc1,[#6:1]\[#6:2]=[#6:3]\[#6@H:4](-[#8:5])-[#6:6]\[#6:7]=[#6:8]\[c:9]1[c:10][c:11][c:12][c:13][c:14]1>>[#6:1]-[#6@H:2](-[#6:3]-[#6:4]=[O:5])-[#6@@H:8](-[#6:7]=[#6:6])-[c:9]1[c:10][c:11][c:12][c:13][c:14]1
COC(=O)C(C)(CCCC1(Cc2ccccc12)C#N)C=C>>[H][C@@]12CCc3ccccc3[C@@]1(CCCC2(C)C(=O)OC)C#N,[#6:1]-[#8:2]-[#6:3](=[O:4])[C:5]([#6:6])([#6:7]-[#6:8]-[#6:9][C:10]1([#6:11]-[c:12]2[c:13][c:14][c:15][c:16][c:17]12)[C:18]#[N:19])[#6:20]=[#6:21]>>[#6:1]-[#8:2]-[#6:3](=[O:4])[C:5]1([#6:6])[#6:7]-[#6:8]-[#6:9][C@:10]2([C:18]#[N:19])[#6@H:20]1-[#6:21]-[#6:11]-[c:12]1[c:13][c:14][c:15][c:16][c:17]21
O=C1C(=O)c2cccc3cccc1c23.CC(=O)CC(=O)CC(C)=O.C1C2C=CC1C=C2>>CC(=O)c1ccc(C(C)=O)c2-c3cccc4cccc(-c12)c34.[C-]#[O+].C1C=CC=C1.O.O,[O:1]=[#6:2]-1-[#6:3](=[O:4])-[c:5]2[c:6][c:7][c:8][c:9]3[c:10][c:11][c:12][c:13]-1[c:14]23.[#6:15]-[#6:16](=[O:17])-[#6:18]-[#6:19](=[O:20])-[#6:21]-[#6:22](-[#6:23])=[O:24].[#6:25]-1-[#6:26]-2-[#6:27]=[#6:28]-[#6:29]-1-[#6:30]=[#6:31]-2>>[#6:23]-[#6:22](=[O:24])-[c:21]1[c:27][c:28][c:18](-[#6:16](-[#6:15])=[O:17])[c:2]2-[c:13]3[c:12][c:11][c:10][c:9]4[c:8][c:7][c:6][c:5](-[c:3]12)[c:14]34.[C-:19]#[O+:20].[#6:26]-1-[#6:25]=[#6:29]-[#6:30]=[#6:31]-1.[#8:1].[#8:4]
CCC=O>>CC\C=C(/C)C=O,[#6:1]-[#6:2]-[#6:3]=[O:4].[#6:5]-[#6:6]-[#6:7]=[O:8]>>[#8:8].[#6:5]-[#6:6]\[#6:7]=[#6:2](/[#6:1])-[#6:3]=[O:4]
CN1C=C(C)C(=O)NC1=O>>[H][C@]1(N(C)C(=O)NC(=O)[C@]1(C)O)C1=NC(=O)N(C)C=C1C,[#6:1]-[#7:2]-1-[#6:3]=[#6:4](-[#6:5])-[#6:6](=[O:7])-[#7:8]-[#6:9]-1=[O:10].[#6:11]-[#7:12]-1-[#6:13]=[#6:14](-[#6:15])-[#6:16](=[O:17])-[#7:18]-[#6:19]-1=[O:20]>>[#6:11]-[#7:12]-1-[#6:13]=[#6:14](-[#6:15])-[#6:16](=[#7:18]-[#6:19]-1=[O:20])-[#6@@H:3]1-[#7:2](-[#6:1])-[#6:9](=[O:10])-[#7:8]-[#6:6](=[O:7])[C@:4]1([#6:5])[#8:17]
[H]C(=O)c1ccccc1>>OC(C(=O)c1ccccc1)c1ccccc1,[O:2]=[#6:1]-[c:3]1[c:4][c:5][c:6][c:7][c:8]1.[O:10]=[#6:9]-[c:11]1[c:12][c:13][c:14][c:15][c:16]1>>[#8:10]-[#6:9](-[#6:1](=[O:2])-[c:3]1[c:4][c:5][c:6][c:7][c:8]1)-[c:11]1[c:16][c:15][c:14][c:13][c:12]1
CC(C)(O)C(C)(C)O>>CC(=O)C(C)(C)C,[#6:1][C:2]([#6:3])([#8:4])[C:5]([#6:6])([#6:7])[#8:8]>>[#8:8].[#6:1]-[#6:2](=[O:4])[C:5]([#6:7])([#6:6])[#6:3]
COC(=O)CC(C)=O.O=Cc1ccccc1.NC(N)=O>>COC(=O)C1C(C)NC(=O)NC1c1ccccc1,[#7:1]-[#6:2](-[#7:3])=[O:4].[O:5]=[#6:6]-[c:7]1[c:8][c:9][c:10][c:11][c:12]1.[#6:13]-[#8:14]-[#6:15](=[O:16])-[#6:17]-[#6:18](-[#6:19])=[O:20]>>[#6:13]-[#8:14]-[#6:15](=[O:16])-[#6:17]-1-[#6:18](-[#6:19])-[#7:3]-[#6:2](=[O:4])-[#7:1]-[#6:6]-1-[c:7]1[c:12][c:11][c:10][c:9][c:8]1.[#8:5].[#8:20]
CCC(C)=O.COC(=O)CC#N.[S--]>>COC(=O)C1=C(N)SC(C)=C1C,[#16-:1].[#6:2]-[#8:3]-[#6:4](=[O:5])-[#6:6][C:7]#[N:8].[#6:9]-[#6:10]-[#6:11](-[#6:12])=[O:13]>>[#8:13].[#6:2]-[#8:3]-[#6:4](=[O:5])-[#6:6]-1=[#6:7](-[#7:8])-[#16:1]-[#6:10](-[#6:9])=[#6:11]-1-[#6:12]
[H]C(C)=O.CCC(=O)CC(=O)OC(C)C.N>>CCC1=C(C(C)C(C(=O)OC(C)C)=C(CC)N1)C(=O)OC(C)C,[#6:1]-[#6:2]-[#6:3](=[O:4])-[#6:5]-[#6:6](=[O:7])-[#8:8]-[#6:9](-[#6:10])-[#6:11].[#7:12].[#6:13]-[#6:14]-[#6:15](=[O:16])-[#6:17]-[#6:18](=[O:19])-[#8:20]-[#6:21](-[#6:22])-[#6:23].[#6:25]-[#6:24]=[O:26]>>[#8:16].[#8:4].[#8:26].[#6:13]-[#6:14]-[#6:15]-1=[#6:17](-[#6:24](-[#6:25])-[#6:5](-[#6:6](=[O:7])-[#8:8]-[#6:9](-[#6:11])-[#6:10])=[#6:3](-[#6:2]-[#6:1])-[#7:12]-1)-[#6:18](=[O:19])-[#8:20]-[#6:21](-[#6:22])-[#6:23]
[H]C([H])=O.CCNCC.CCCC(C)=O>>CCC(CN(CC)CC)C(C)=O,[#6:1]-[#6:2]-[#6:3]-[#6:4](-[#6:5])=[O:6].[#6:7]-[#6:8]-[#7:9]-[#6:10]-[#6:11].[#6:12]=[O:13]>>[#8:13].[#6:1]-[#6:2]-[#6:3](-[#6:12]-[#7:9](-[#6:10]-[#6:11])-[#6:8]-[#6:7])-[#6:4](-[#6:5])=[O:6]
CCC#CC1=C(O)C=CC(=C1)N(=O)=O.CC(=O)Oc1ccc(I)cc1.[C-]#[O+]>>CCC1=C(C(=O)c2ccc(OC(C)=O)cc2)c2cc(ccc2O1)N(=O)=O,[C-:1]#[O+:2].[#6:3]-[#6:4](=[O:5])-[#8:6]-[c:7]1[c:8][c:9][c:10]([I:11])[c:12][c:13]1.[#6:14]-[#6:15][C:16]#[C:17][#6:18]-1=[#6:19](-[#8:20])-[#6:21]=[#6:22]-[#6:23](=[#6:24]-1)[N:25](=[O:26])=[O:27]>>[#6:14]-[#6:15]-[#6:16]-1=[#6:17](-[#6:1](=[O:2])-[c:10]2[c:9][c:8][c:7](-[#8:6]-[#6:4](-[#6:3])=[O:5])[c:13][c:12]2)-[c:18]2[c:24][c:23]([c:22][c:21][c:19]2-[#8:20]-1)[N:25](=[O:27])=[O:26].[I:11]
CC\C(OC)=C(/C#N)c1ccc(Cl)cc1.NC(N)=N>>CCC1=C(C(N)=NC(N)=N1)c1ccc(Cl)cc1,[#7:1]-[#6:2](-[#7:3])=[#7:4].[#6:5]-[#6:6]\[#6:7](-[#8:8]-[#6:9])=[#6:10](/[C:11]#[N:12])-[c:13]1[c:14][c:15][c:16]([Cl:17])[c:18][c:19]1>>[#6:5]-[#6:6]-[#6:7]-1=[#6:10](-[#6:11](-[#7:12])=[#7:1]-[#6:2](-[#7:3])=[#7:4]-1)-[c:13]1[c:19][c:18][c:16]([Cl:17])[c:15][c:14]1.[#6;v0:9].[#8:8]
COC(=O)\C=C(\C)N.CC(=O)C#C>>COC(=O)C1=C(C)N=C(C)C=C1,[#6:1]-[#6:2](=[O:3])[C:4]#[C:5].[#6:6]-[#8:7]-[#6:8](=[O:9])\[#6:10]=[#6:11](\[#6:12])-[#7:13]>>[#8:3].[#6:6]-[#8:7]-[#6:8](=[O:9])-[#6:10]-1=[#6:11](-[#6:12])-[#7:13]=[#6:2](-[#6:1])-[#6:4]=[#6:5]-1
COc1ccc(cc1)C#Cc1ccc(OC)cc1.C=C>>COc1ccc(cc1)C(=C)C(=C)c1ccc(OC)cc1,[#6:1]-[#8:2]-[c:3]1[c:4][c:5][c:6]([c:7][c:8]1)[C:9]#[C:10][c:11]1[c:12][c:13][c:14](-[#8:15]-[#6:16])[c:17][c:18]1.[#6:19]=[#6:20]>>[#6:1]-[#8:2]-[c:3]1[c:4][c:5][c:6]([c:7][c:8]1)-[#6:9](=[#6:19])-[#6:10](=[#6:20])-[c:11]1[c:12][c:13][c:14](-[#8:15]-[#6:16])[c:17][c:18]1
CC(=O)C=C.CCCCC=C>>CCCCC=CC(C)=O.C=C,[#6:1]-[#6:2](=[O:3])-[#6:4]=[#6:5].[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]=[#6:11]>>[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]=[#6:4]-[#6:2](-[#6:1])=[O:3].[#6:5]=[#6:11]
[H]\C(CC)=N/CC.Cc1ccc(cc1)S(=O)(=O)CN=C>>CCN1C=NC=C1CC.Cc1ccc(cc1)S(=O)=O,[#6:1]-[c:2]1[c:3][c:4][c:5]([c:6][c:7]1)[S:8](=[O:9])(=[O:10])[#6:11]-[#7:12]=[#6:13].[#6:16]-[#6:15]\[#6:14]=[#7:17]\[#6:18]-[#6:19]>>[#6:1]-[c:2]1[c:7][c:6][c:5]([c:4][c:3]1)[S:8](=[O:10])=[O:9].[#6:19]-[#6:18]-[#7:17]-1-[#6:13]=[#7:12]-[#6:11]=[#6:14]-1-[#6:15]-[#6:16]
C[Mg]Br.C[Si](C)(C)OC1=CC=CO1>>CC1OC(=O)C=C1.C[Si+](C)C.[Br-].[Mg++],[#6:1][Mg:2][Br:3].[#6:4][Si:5]([#6:6])([#6:7])[#8:8]-[#6:9]-1=[#6:10]-[#6:11]=[#6:12]-[#8:13]-1>>[#6:1]-[#6:12]-1-[#8:13]-[#6:9](=[O:8])-[#6:10]=[#6:11]-1.[#6:4]-[#14+:5](-[#6:6])-[#6:7].[Br-:3].[Mg;v0+:2]
C=CCOCC#CCOCC=C>>C1OCC(=C1)C1=CCOC1,[#6:1]=[#6:2]-[#6:3]-[#8:4]-[#6:5][C:6]#[C:7][#6:8]-[#8:9]-[#6:10]-[#6:11]=[#6:12]>>[#6:10]-1-[#8:9]-[#6:8]-[#6:7](=[#6:11]-1)-[#6:6]-1=[#6:2]-[#6:3]-[#8:4]-[#6:5]-1.[#6;v0:1].[#6;v0:12]
Cc1ccc(cc1)S(=O)(=O)N(CC=C)C1CC(C=C1)N(CC=C)S(=O)(=O)c1ccc(C)cc1>>CC1=CC=C(C=C1)S(=O)(=O)N1CC=CC1C1C=CCN1S(=O)(=O)C1=CC=C(C)C=C1,[#6:1]-[c:2]1[c:3][c:4][c:5]([c:6][c:7]1)[S:8](=[O:9])(=[O:10])[#7:11](-[#6:12]-[#6:13]=[#6:14])-[#6:15]-1-[#6:16]-[#6:17](-[#6:18]=[#6:19]-1)-[#7:20](-[#6:21]-[#6:22]=[#6:23])[S:24](=[O:25])(=[O:26])[c:27]1[c:28][c:29][c:30](-[#6:31])[c:32][c:33]1>>[#6:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5](-[#6:6]=[#6:7]-1)[S:8](=[O:10])(=[O:9])[#7:11]-1-[#6:12]-[#6:13]=[#6:19]-[#6:15]-1-[#6:16]-[#6:17]-1-[#6:18]=[#6:22]-[#6:21]-[#7:20]-1[S:24](=[O:25])(=[O:26])[#6:27]-1=[#6:28]-[#6:29]=[#6:30](-[#6:31])-[#6:32]=[#6:33]-1
FC1=CC=CC=C1I.[C-]#[O+].[S-].CCC#C>>CCC1=CC(=O)c2ccccc2S1,[#6:1]-[#6:2][C:3]#[C:4].[#16-:5].[C-:6]#[O+:7].[F:8][#6:9]-1=[#6:10]-[#6:11]=[#6:12]-[#6:13]=[#6:14]-1[I:15]>>[#6:1]-[#6:2]-[#6:3]-1=[#6:4]-[#6:6](=[O:7])-[c:14]2[c:9][c:10][c:11][c:12][c:13]2-[#16:5]-1.[F:8].[I:15]
C=C1CCCCC1=C.CCC1CO1.O=C=O>>CCC1CC2(CCCCC2=C)CC(=O)O1.O,[O:1]=[C:2]=[O:3].[#6:4]-[#6:5]-[#6:6]-1-[#6:7]-[#8:8]-1.[#6:9]=[#6:10]-1-[#6:11]-[#6:12]-[#6:13]-[#6:14]-[#6:15]-1=[#6:16]>>[#8:3].[#6:4]-[#6:5]-[#6:6]-1-[#6:7][C:15]2([#6:14]-[#6:13]-[#6:12]-[#6:11]-[#6:10]2=[#6:9])[#6:16]-[#6:2](=[O:1])-[#8:8]-1
CC1=CC=C(C)O1>>CC1=CC(=O)CC1,[#6:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5](-[#6:6])-[#8:7]-1>>[#6:6]-[#6:5]-1=[#6:1]-[#6:2](=[O:7])-[#6:3]-[#6:4]-1
CC1=CC=C(C)O1>>CC1CC(=O)C=C1,[#6:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5](-[#6:6])-[#8:7]-1>>[#6:6]-[#6:5]-1-[#6:1]-[#6:2](=[O:7])-[#6:3]=[#6:4]-1
CC(OC(C)=O)=O.CC(OC(C)=O)=O.O=Cc1ccccc1.OC(CCC(c2ccccc2)=O)=O>>O=C3OC(c4ccccc4)=C/C3=C\c5ccccc5.CC(O)=O.CC(O)=O.CC(O)=O.CC(O)=O,[CH3:1][C:2](=[O:7])[O:3][C:4](=[O:6])[CH3:5].[CH3:8][C:9](=[O:14])[O:10][C:11](=[O:13])[CH3:12].[cH:20]1[cH:19][cH:18][c:17]([cH:22][cH:21]1)[CH:16]=[O:15].[cH:31]1[cH:30][cH:29][c:28]([cH:33][cH:32]1)[C:27](=[O:34])[CH2:26][CH2:25][C:24](=[O:35])[OH:23]>>[CH3:1][C:2](=[O:7])[OH:3].[CH3:5][C:4](=[O:6])[OH:15].[CH3:8][C:9](=[O:14])[OH:23].[CH3:12][C:11](=[O:13])[OH:10].[cH:20]1[cH:19][cH:18][c:17]([cH:22][cH:21]1)/[CH:16]=[C:25]/2[CH:26]=[C:27]([O:34][C:24]2=[O:35])[c:28]3[cH:29][cH:30][cH:31][cH:32][cH:33]3
N#CC1=CN=NC=C1C#N.C1C\C=C/CC\C=C/1>>N#CC1=C(C#N)C2C3CCC2C2CCC3C12,[#6:1]-1-[#6:2]\[#6:3]=[#6:4]/[#6:5]-[#6:6]\[#6:7]=[#6:8]/1.[N:9]#[C:10][#6:11]-1=[#6:12]-[#7:13]=[#7:14]-[#6:15]=[#6:16]-1[C:17]#[N:18]>>[N:9]#[C:10][#6:11]-1=[#6:16]([C:17]#[N:18])-[#6:15]-2-[#6:3]-3-[#6:2]-[#6:1]-[#6:8]-2-[#6:7]-2-[#6:6]-[#6:5]-[#6:4]-3-[#6:12]-1-2.[#7;v0:13].[#7;v0:14]
N(C)[C@@H]1CCC[C@@]1(O)C(=C)C1=CC=CC=C1>>CC1CC2(C(CCCC2=O)N1C)C1=CC=CC=C1,[#6;v0:1].[#6;v0:2].[#6:3]-[#7:4]-[#6@@H:5]1-[#6:6]-[#6:7]-[#6:8][C@@:9]1([#8:10])[#6:11](=[#6:12])-[#6:13]-1=[#6:14]-[#6:15]=[#6:16]-[#6:17]=[#6:18]-1>>[#6:2]-[#6:1]-1-[#6:12][C:11]2([#6:5](-[#6:6]-[#6:7]-[#6:8]-[#6:9]2=[O:10])-[#7:4]-1-[#6:3])[#6:13]-1=[#6:18]-[#6:17]=[#6:16]-[#6:15]=[#6:14]-1
O=C(CC1C=CCS1(=O)=O)N(CC1=CC=CC=C1)\C=C\C1=CC=CC=C1>>[H][C@]12CC(=O)N(CC3=CC=CC=C3)[C@@]1([H])[C@@H](CC=C2)C1=CC=CC=C1,[O:1]=[#6:2](-[#6:3]-[#6:4]1-[#6:5]=[#6:6]-[#6:7][S:8]1(=[O:9])=[O:10])-[#7:11](-[#6:12]-[#6:13]-1=[#6:14]-[#6:15]=[#6:16]-[#6:17]=[#6:18]-1)\[#6:19]=[#6:20]\[#6:21]-1=[#6:22]-[#6:23]=[#6:24]-[#6:25]=[#6:26]1>>[O:1]=[#6:2]-1-[#6:3]-[#6@@H:4]-2-[#6:5]=[#6:6]-[#6:7]-[#6@H:20](-[#6@@H:19]-2-[#7:11]-1-[#6:12]-[#6:13]-1=[#6:18]-[#6:17]=[#6:16]-[#6:15]=[#6:14]-1)-[#6:21]-1=[#6:26]-[#6:25]=[#6:24]-[#6:23]=[#6:22]-1.[#8:9].[#8:10].[#16:8]
C=CCOC1(CCCCC1)OCC=C>>C=CCC1CCCCC1=O,[#6:1]=[#6:2]-[#6:3]-[#8:4][C:5]1([#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]1)[#8:11]-[#6:12]-[#6:13]=[#6:14]>>[#6:12]=[#6:13]-[#6:14]-[#6:10]-1-[#6:9]-[#6:8]-[#6:7]-[#6:6]-[#6:5]-1=[O:4].[#6;v0:2].[#6;v0:1].[#6;v0:3].[#8:11]
C1N=NCC2=CC=CC=C12.C1N=NCC2=CC=CC=C12>>C=C1C=CC=CC11CCC2=C(C1)C=CC=C2,[#6:1]-1-[#7:2]=[#7:3]-[#6:4]-[#6:5]-2=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-1-2.[#6:11]-1-[#7:12]=[#7:13]-[#6:14]-[#6:15]-2=[#6:16]-[#6:17]=[#6:18]-[#6:19]=[#6:20]-1-2>>[#6:14]=[#6:15]1-[#6:16]=[#6:17]-[#6:18]=[#6:19][C:20]11[#6:11]-[#6:1]-[#6:10]-2=[#6:5](-[#6:4]1)-[#6:6]=[#6:7]-[#6:8]=[#6:9]-2.[#7;v0:13].[#7;v0:12].[#7;v0:2].[#7;v0:3]
CC1=C(CC1)C#CC(O)C(C)(C)CC=C>>CC12CCC1=C([S+]([O-])C1=CC=CC=C1)C1=CC(C)(C)CC1C2,[#6:1]-[#6:2]-1=[#6:3](-[#6:4]-[#6:5]-1)[C:6]#[C:7][#6:8](-[#8:9])[C:10]([#6:11])([#6:12])[#6:13]-[#6:14]=[#6:15].[Cl:16][#16:17]-[#6:18]-1=[#6:19]-[#6:20]=[#6:21]-[#6:22]=[#6:23]-1>>[#6:1][C:2]12[#6:5]-[#6:4]-[#6:3]1=[#6:6]([S+:17]([#8-:9])[#6:18]-1=[#6:19]-[#6:20]=[#6:21]-[#6:22]=[#6:23]-1)-[#6:7]-1=[#6:8][C:10]([#6:11])([#6:12])[#6:13]-[#6:14]-1-[#6:15]2.[Cl:16]
