reaction,mapped_reaction
BrCCCOc1ccccc1C#N.COCCCN1C(=O)CCc2ccc(COC3CN(CCC3c3ccc(O)cc3)C(=O)OC(C)(C)C)cc12>>COCCCN1C(=O)CCc2ccc(COC3CN(CCC3c3ccc(OCCCOc4ccccc4C#N)cc3)C(=O)OC(C)(C)C)cc12,[CH3:1][O:2][CH2:3][CH2:4][CH2:5][N:6]1[C:7](=[O:8])[CH2:9][CH2:10][c:11]2[cH:12][cH:13][c:14]([CH2:15][O:16][CH:17]3[CH2:18][N:19]([CH2:20][CH2:21][CH:22]3[c:23]3[cH:24][cH:25][c:26]([OH:27])[cH:28][cH:29]3)[C:30](=[O:31])[O:32][C:33]([CH3:34])([CH3:35])[CH3:36])[cH:37][c:38]12.[Br:39][CH2:40][CH2:41][CH2:42][O:43][c:44]1[cH:45][cH:46][cH:47][cH:48][c:49]1[C:50]#[N:51]>>[CH3:1][O:2][CH2:3][CH2:4][CH2:5][N:6]1[C:7](=[O:8])[CH2:9][CH2:10][c:11]2[cH:12][cH:13][c:14]([CH2:15][O:16][CH:17]3[CH2:18][N:19]([CH2:20][CH2:21][CH:22]3[c:23]3[cH:29][cH:28][c:26]([O:27][CH2:40][CH2:41][CH2:42][O:43][c:44]4[cH:45][cH:46][cH:47][cH:48][c:49]4[C:50]#[N:51])[cH:25][cH:24]3)[C:30](=[O:31])[O:32][C:33]([CH3:36])([CH3:35])[CH3:34])[cH:37][c:38]12.[Br:39]
CSCCl.Oc1ccc(Cl)cc1Cl>>CSCOc1ccc(Cl)cc1Cl,[OH:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][c:8]1[Cl:9].[CH3:10][S:11][CH2:12][Cl:13]>>[CH3:10][S:11][CH2:12][O:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][c:8]1[Cl:9].[Cl:13]
CSc1nc(C)c(Cc2ccccc2)c(=O)[nH]1.Cc1nc[nH]c1CSCCN>>Cc1nc[nH]c1CSCCNc1nc(C)c(Cc2ccccc2)c(=O)[nH]1,[CH3:1][c:2]1[n:3][cH:4][nH:5][c:6]1[CH2:7][S:8][CH2:9][CH2:10][NH2:11].[CH3:12][S:13][c:14]1[n:15][c:16]([CH3:17])[c:18]([CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[c:26](=[O:27])[nH:28]1>>[CH3:1][c:2]1[n:3][cH:4][nH:5][c:6]1[CH2:7][S:8][CH2:9][CH2:10][NH:11][c:14]1[n:15][c:16]([CH3:17])[c:18]([CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[c:26](=[O:27])[nH:28]1.[C:12].[S:13]
CC(C)=C.OC(=O)C1C=CCC=C1>>CC(C)(C)OC(=O)C1C=CCC=C1,[CH3:1][C:2]([CH3:3])=[CH2:4].[OH:5][C:6](=[O:7])[CH:8]1[CH:9]=[CH:10][CH2:11][CH:12]=[CH:13]1>>[CH3:3][C:2]([CH3:4])([CH3:1])[O:5][C:6](=[O:7])[CH:8]1[CH:13]=[CH:12][CH2:11][CH:10]=[CH:9]1
Fc1cnc(Cl)nc1.Fc1ccc2n(CC3CCC4CNCCN4C3)ccc2c1>>Fc1cnc(nc1)N1CCN2CC(Cn3ccc4cc(F)ccc34)CCC2C1,[F:22][c:23]1[cH:24][n:25][c:26]([Cl:27])[n:28][cH:29]1.[F:1][c:2]1[cH:3][cH:4][c:5]2[n:6]([CH2:7][CH:8]3[CH2:9][CH2:10][CH:11]4[CH2:12][NH:13][CH2:14][CH2:15][N:16]4[CH2:17]3)[cH:18][cH:19][c:20]2[cH:21]1>>[F:22][c:23]1[cH:29][n:28][c:26]([n:25][cH:24]1)[N:13]1[CH2:14][CH2:15][N:16]2[CH2:17][CH:8]([CH2:7][n:6]3[cH:18][cH:19][c:20]4[cH:21][c:2]([F:1])[cH:3][cH:4][c:5]34)[CH2:9][CH2:10][CH:11]2[CH2:12]1.[ClH:27]
COC(=O)OC.O=C1CCc2ccccc2C1>>COC(=O)C1C(=O)CCc2ccccc12,[O:7]=[C:8]1[CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[CH2:17]1.[CH3:1][O:2][C:3](=[O:4])[O:5][CH3:6]>>[CH3:1][O:2][C:3](=[O:4])[CH:17]1[C:8](=[O:7])[CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12.[CH3:6][OH:5]
CN1CCNCC1.COc1ccc(cc1C(O)=O)S(Cl)(=O)=O>>COc1ccc(cc1C(O)=O)S(=O)(=O)N1CCN(C)CC1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([cH:7][c:8]1[C:9]([OH:10])=[O:11])[S:12]([Cl:13])(=[O:14])=[O:15].[CH3:16][N:17]1[CH2:18][CH2:19][NH:20][CH2:21][CH2:22]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([cH:7][c:8]1[C:9]([OH:10])=[O:11])[S:12](=[O:15])(=[O:14])[N:20]1[CH2:19][CH2:18][N:17]([CH3:16])[CH2:22][CH2:21]1.[Cl:13]
BrC1=CC(=O)C2CCC1C2.COCCOCc1nc(ccc1C(O)=O)C(F)(F)F>>COCCOCc1nc(ccc1C(=O)OC1=CC(=O)C2CCC1C2)C(F)(F)F,[CH3:1][O:2][CH2:3][CH2:4][O:5][CH2:6][c:7]1[n:8][c:9]([cH:10][cH:11][c:12]1[C:13]([OH:14])=[O:15])[C:16]([F:17])([F:18])[F:19].[Br:20][C:21]1=[CH:22][C:23](=[O:24])[CH:25]2[CH2:26][CH2:27][CH:28]1[CH2:29]2>>[CH3:1][O:2][CH2:3][CH2:4][O:5][CH2:6][c:7]1[n:8][c:9]([cH:10][cH:11][c:12]1[C:13](=[O:15])[O:14][C:21]1=[CH:22][C:23](=[O:24])[CH:25]2[CH2:26][CH2:27][CH:28]1[CH2:29]2)[C:16]([F:17])([F:18])[F:19].[Br:20]
Fc1ccc(cc1)C(CCCCl)c1ccc(F)cc1.C1OC2(CCNCC2)c2ccccc12>>Cl.Fc1ccc(cc1)C(CCCN1CCC2(CC1)OCc1ccccc21)c1ccc(F)cc1,[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH:8]([CH2:9][CH2:10][CH2:11][Cl:12])[c:13]1[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]1.[CH2:20]1[O:21][C:22]2([CH2:23][CH2:24][NH:25][CH2:26][CH2:27]2)[c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]12>>[ClH:12].[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH:8]([CH2:9][CH2:10][CH2:11][N:25]1[CH2:26][CH2:27][C:22]2([CH2:23][CH2:24]1)[O:21][CH2:20][c:33]1[cH:32][cH:31][cH:30][cH:29][c:28]21)[c:13]1[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]1
O=C1NC(=O)c2ccccc12.OC(CCl)CN1CCC(Cc2ccccc2)CC1>>OC(CN1C(=O)c2ccccc2C1=O)CN1CCC(Cc2ccccc2)CC1,[OH:12][CH:13]([CH2:14][Cl:15])[CH2:16][N:17]1[CH2:18][CH2:19][CH:20]([CH2:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[CH2:28][CH2:29]1.[O:1]=[C:2]1[NH:3][C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12>>[OH:12][CH:13]([CH2:14][N:3]1[C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[C:2]1=[O:1])[CH2:16][N:17]1[CH2:18][CH2:19][CH:20]([CH2:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[CH2:28][CH2:29]1.[ClH:15]
CCOC(=O)CC#N.CCOC(=O)c1cn(-c2ccc(F)cc2)c2c(F)c(F)c(F)cc2c1=O>>CCOC(=O)C(C#N)c1c(F)cc2c(c1F)n(cc(C(=O)OCC)c2=O)-c1ccc(F)cc1,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][n:8](-[c:9]2[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]2)[c:16]2[c:17]([F:18])[c:19]([F:20])[c:21]([F:22])[cH:23][c:24]2[c:25]1=[O:26].[CH3:27][CH2:28][O:29][C:30](=[O:31])[CH2:32][C:33]#[N:34]>>[CH3:27][CH2:28][O:29][C:30](=[O:31])[CH:32]([C:33]#[N:34])[c:19]1[c:21]([F:22])[cH:23][c:24]2[c:16]([c:17]1[F:18])[n:8]([cH:7][c:6]([C:4](=[O:5])[O:3][CH2:2][CH3:1])[c:25]2=[O:26])-[c:9]1[cH:15][cH:14][c:12]([F:13])[cH:11][cH:10]1.[F:20]
CCNCc1cc(ccc1Br)C(F)(F)F.Clc1ccc(CN=C=O)cc1>>CCN(Cc1cc(ccc1Br)C(F)(F)F)C(=O)NCc1ccc(Cl)cc1,[CH3:1][CH2:2][NH:3][CH2:4][c:5]1[cH:6][c:7]([cH:8][cH:9][c:10]1[Br:11])[C:12]([F:13])([F:14])[F:15].[Cl:16][c:17]1[cH:18][cH:19][c:20]([CH2:21][N:22]=[C:23]=[O:24])[cH:25][cH:26]1>>[CH3:1][CH2:2][N:3]([CH2:4][c:5]1[cH:6][c:7]([cH:8][cH:9][c:10]1[Br:11])[C:12]([F:13])([F:14])[F:15])[C:23](=[O:24])[NH:22][CH2:21][c:20]1[cH:19][cH:18][c:17]([Cl:16])[cH:26][cH:25]1
Clc1ccc(Cl)nc1.O=Cc1ccncc1>>OC(c1ccncc1)c1nc(Cl)ccc1Cl,[O:1]=[CH:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[Cl:9][c:10]1[cH:11][cH:12][c:13]([Cl:14])[n:15][cH:16]1>>[OH:1][CH:2]([c:3]1[cH:8][cH:7][n:6][cH:5][cH:4]1)[c:16]1[n:15][c:13]([Cl:14])[cH:12][cH:11][c:10]1[Cl:9]
FC(F)(F)c1cccc(CCl)c1.O=C1NCc2ccc(cc12)N1CCN(CCC(c2ccccc2)c2ccccc2)CC1>>FC(F)(F)c1cccc(CN2Cc3ccc(cc3C2=O)N2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c1,[F:32][C:33]([F:34])([F:35])[c:36]1[cH:37][cH:38][cH:39][c:40]([CH2:41][Cl:42])[cH:43]1.[O:1]=[C:2]1[NH:3][CH2:4][c:5]2[cH:6][cH:7][c:8]([cH:9][c:10]12)[N:11]1[CH2:12][CH2:13][N:14]([CH2:15][CH2:16][CH:17]([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[CH2:30][CH2:31]1>>[F:32][C:33]([F:34])([F:35])[c:36]1[cH:37][cH:38][cH:39][c:40]([CH2:41][N:3]2[CH2:4][c:5]3[cH:6][cH:7][c:8]([cH:9][c:10]3[C:2]2=[O:1])[N:11]2[CH2:12][CH2:13][N:14]([CH2:15][CH2:16][CH:17]([c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[c:24]3[cH:25][cH:26][cH:27][cH:28][cH:29]3)[CH2:30][CH2:31]2)[cH:43]1.[ClH:42]
COC(Cl)=O.CN(C)C(=O)N1CC(=CC1(CCCN)c1ccccc1)c1cc(Cl)ccc1F>>COC(=O)NCCCC1(C=C(CN1C(=O)N(C)C)c1cc(Cl)ccc1F)c1ccccc1,[CH3:1][N:2]([CH3:3])[C:4](=[O:5])[N:6]1[CH2:7][C:8](=[CH:9][C:10]1([CH2:11][CH2:12][CH2:13][NH2:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][c:23]([Cl:24])[cH:25][cH:26][c:27]1[F:28].[CH3:29][O:30][C:31]([Cl:32])=[O:33]>>[CH3:29][O:30][C:31](=[O:33])[NH:14][CH2:13][CH2:12][CH2:11][C:10]1([CH:9]=[C:8]([CH2:7][N:6]1[C:4](=[O:5])[N:2]([CH3:3])[CH3:1])[c:21]1[cH:22][c:23]([Cl:24])[cH:25][cH:26][c:27]1[F:28])[c:15]1[cH:20][cH:19][cH:18][cH:17][cH:16]1.[Cl:32]
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(O)cc2c(=O)n1N1CCOCC1.ClCc1ccccn1>>Cl.COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(OCc3ccccn3)cc2c(=O)n1N1CCOCC1,[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6](-[c:7]2[cH:8][c:9]([O:10][CH3:11])[c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[cH:18]2)[c:19]2[cH:20][c:21]([O:22][CH3:23])[c:24]([OH:25])[cH:26][c:27]2[c:28](=[O:29])[n:30]1[N:31]1[CH2:32][CH2:33][O:34][CH2:35][CH2:36]1.[Cl:37][CH2:38][c:39]1[cH:40][cH:41][cH:42][cH:43][n:44]1>>[ClH:37].[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6](-[c:7]2[cH:18][c:15]([O:16][CH3:17])[c:12]([O:13][CH3:14])[c:9]([O:10][CH3:11])[cH:8]2)[c:19]2[cH:20][c:21]([O:22][CH3:23])[c:24]([O:25][CH2:38][c:39]3[cH:40][cH:41][cH:42][cH:43][n:44]3)[cH:26][c:27]2[c:28](=[O:29])[n:30]1[N:31]1[CH2:36][CH2:35][O:34][CH2:33][CH2:32]1
COC(=O)C=Cc1ccc(C=O)cc1.Cc1[nH]c2ccccc2c1CCN>>COC(=O)C=Cc1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1,[CH3:1][c:2]1[nH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]1[CH2:11][CH2:12][NH2:13].[CH3:14][O:15][C:16](=[O:17])[CH:18]=[CH:19][c:20]1[cH:21][cH:22][c:23]([CH:24]=[O:25])[cH:26][cH:27]1>>[CH3:14][O:15][C:16](=[O:17])[CH:18]=[CH:19][c:20]1[cH:27][cH:26][c:23]([CH2:24][NH:13][CH2:12][CH2:11][c:10]2[c:2]([CH3:1])[nH:3][c:4]3[cH:5][cH:6][cH:7][cH:8][c:9]23)[cH:22][cH:21]1.[O:25]
C[N+](C)(C)CC(CC([O-])=O)NC(=O)c1ccc(Br)o1.CCCCCCOc1cccc(c1)C#C>>CCCCCCOc1cccc(c1)C#Cc1ccc(o1)C(=O)NC(CC([O-])=O)C[N+](C)(C)C,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][cH:11][c:12]([cH:13]1)[C:14]#[CH:15].[CH3:16][N+:17]([CH3:18])([CH3:19])[CH2:20][CH:21]([CH2:22][C:23]([O-:24])=[O:25])[NH:26][C:27](=[O:28])[c:29]1[cH:30][cH:31][c:32]([Br:33])[o:34]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][cH:11][c:12]([cH:13]1)[C:14]#[C:15][c:32]1[cH:31][cH:30][c:29]([o:34]1)[C:27](=[O:28])[NH:26][CH:21]([CH2:22][C:23]([O-:24])=[O:25])[CH2:20][N+:17]([CH3:19])([CH3:18])[CH3:16].[Br:33]
CN(C)CCCl.OCc1scc-2c1-c1cc(Cl)ccc1Oc1ccccc-21>>CN(C)CCOCc1scc-2c1-c1cc(Cl)ccc1Oc1ccccc-21,[OH:1][CH2:2][c:3]1[s:4][cH:5][c:6]-2[c:7]1-[c:8]1[cH:9][c:10]([Cl:11])[cH:12][cH:13][c:14]1[O:15][c:16]1[cH:17][cH:18][cH:19][cH:20][c:21]-21.[CH3:22][N:23]([CH3:24])[CH2:25][CH2:26][Cl:27]>>[CH3:22][N:23]([CH3:24])[CH2:25][CH2:26][O:1][CH2:2][c:3]1[s:4][cH:5][c:6]-2[c:7]1-[c:8]1[cH:9][c:10]([Cl:11])[cH:12][cH:13][c:14]1[O:15][c:16]1[cH:17][cH:18][cH:19][cH:20][c:21]-21.[Cl:27]
CCOC(=O)c1ccc(c(n1)-c1ccc(Cl)c(O)c1)-c1c(OC)cccc1OC.CN(C)CCCCl>>CCOC(=O)c1ccc(c(n1)-c1ccc(Cl)c(OCCCN(C)C)c1)-c1c(OC)cccc1OC,[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][Cl:7].[CH3:8][CH2:9][O:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([c:17]([n:18]1)-[c:19]1[cH:20][cH:21][c:22]([Cl:23])[c:24]([OH:25])[cH:26]1)-[c:27]1[c:28]([O:29][CH3:30])[cH:31][cH:32][cH:33][c:34]1[O:35][CH3:36]>>[CH3:8][CH2:9][O:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([c:17]([n:18]1)-[c:19]1[cH:20][cH:21][c:22]([Cl:23])[c:24]([O:25][CH2:6][CH2:5][CH2:4][N:2]([CH3:1])[CH3:3])[cH:26]1)-[c:27]1[c:34]([O:35][CH3:36])[cH:33][cH:32][cH:31][c:28]1[O:29][CH3:30].[Cl:7]
SCc1ccc(Cl)c(Cl)c1.Oc1ccc2C(=O)CCCc2c1CCl>>Oc1ccc2C(=O)CCCc2c1CSCc1ccc(Cl)c(Cl)c1,[OH:1][c:2]1[cH:3][cH:4][c:5]2[C:6](=[O:7])[CH2:8][CH2:9][CH2:10][c:11]2[c:12]1[CH2:13][Cl:14].[SH:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([Cl:21])[c:22]([Cl:23])[cH:24]1>>[OH:1][c:2]1[cH:3][cH:4][c:5]2[C:6](=[O:7])[CH2:8][CH2:9][CH2:10][c:11]2[c:12]1[CH2:13][S:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([Cl:21])[c:22]([Cl:23])[cH:24]1.[Cl:14]
CCCCN.COC(OC)C=O>>CCCCNCC(OC)OC,[CH3:1][O:2][CH:3]([O:4][CH3:5])[CH:6]=[O:7].[CH3:8][CH2:9][CH2:10][CH2:11][NH2:12]>>[CH3:8][CH2:9][CH2:10][CH2:11][NH:12][CH2:6][CH:3]([O:2][CH3:1])[O:4][CH3:5].[O:7]
CN(C)c1ccc(F)c(c1)[N+]([O-])=O>>CN(C)c1ccc(F)c(N)c1,[CH3:1][N:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[c:9]([cH:10]1)[N+:11]([O-:12])=[O:13]>>[CH3:3][N:2]([CH3:1])[c:4]1[cH:5][cH:6][c:7]([F:8])[c:9]([NH2:11])[cH:10]1.[O:12].[O:13]
CCOc1ccccc1C(Cl)=O.NC(=O)c1nccc(C#N)c1N>>CCOc1ccccc1C(=O)Nc1c(ccnc1C(N)=O)C#N,[NH2:1][C:2](=[O:3])[c:4]1[n:5][cH:6][cH:7][c:8]([C:9]#[N:10])[c:11]1[NH2:12].[CH3:13][CH2:14][O:15][c:16]1[cH:17][cH:18][cH:19][cH:20][c:21]1[C:22]([Cl:23])=[O:24]>>[CH3:13][CH2:14][O:15][c:16]1[cH:17][cH:18][cH:19][cH:20][c:21]1[C:22](=[O:24])[NH:12][c:11]1[c:8]([cH:7][cH:6][n:5][c:4]1[C:2]([NH2:1])=[O:3])[C:9]#[N:10].[Cl:23]
COc1cc(OC)nc(n1)S(C)(=O)=O.OC(=O)c1c(O)ccc2oc(c(C(=O)c3ccccc3)c12)C(F)(F)F>>COc1cc(OC)nc(Oc2ccc3oc(c(C(=O)c4ccccc4)c3c2C([O-])=O)C(F)(F)F)n1,[OH:1][C:2](=[O:3])[c:4]1[c:5]([OH:6])[cH:7][cH:8][c:9]2[o:10][c:11]([c:12]([C:13](=[O:14])[c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[c:21]12)[C:22]([F:23])([F:24])[F:25].[CH3:26][O:27][c:28]1[cH:29][c:30]([O:31][CH3:32])[n:33][c:34]([n:35]1)[S:36]([CH3:37])(=[O:38])=[O:39]>>[CH3:26][O:27][c:28]1[cH:29][c:30]([O:31][CH3:32])[n:33][c:34]([O:6][c:5]2[cH:7][cH:8][c:9]3[o:10][c:11]([c:12]([C:13](=[O:14])[c:15]4[cH:20][cH:19][cH:18][cH:17][cH:16]4)[c:21]3[c:4]2[C:2]([O-:1])=[O:3])[C:22]([F:23])([F:24])[F:25])[n:35]1.[C:37].[O:38].[O:39].[S:36]
CC(C)(C)[Si](C)(C)OS(=O)(=O)C(F)(F)F.COC(=O)c1c(N)scc1CO>>COC(=O)c1c(N)scc1CO[Si](C)(C)C(C)(C)C,[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([NH2:7])[s:8][cH:9][c:10]1[CH2:11][OH:12].[CH3:13][C:14]([CH3:15])([CH3:16])[Si:17]([CH3:18])([CH3:19])[O:20][S:21](=[O:22])(=[O:23])[C:24]([F:25])([F:26])[F:27]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([NH2:7])[s:8][cH:9][c:10]1[CH2:11][O:12][Si:17]([CH3:18])([CH3:19])[C:14]([CH3:13])([CH3:16])[CH3:15].[C:24].[F:27].[F:25].[F:26].[O:22].[O:20].[O:23].[S:21]
CCOC(=O)CN.COc1ccc(CC2N(CCCc3cc(OC)c(OC)cc23)C(C(O)=O)c2ccccc2)cc1OC>>CCOC(=O)CNC(=O)C(N1CCCc2cc(OC)c(OC)cc2C1Cc1ccc(OC)c(OC)c1)c1ccccc1,[CH3:8][O:9][c:10]1[cH:11][cH:12][c:13]([CH2:14][CH:15]2[N:16]([CH2:17][CH2:18][CH2:19][c:20]3[cH:21][c:22]([O:23][CH3:24])[c:25]([O:26][CH3:27])[cH:28][c:29]23)[CH:30]([C:31]([OH:32])=[O:33])[c:34]2[cH:35][cH:36][cH:37][cH:38][cH:39]2)[cH:40][c:41]1[O:42][CH3:43].[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][NH2:7]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][NH:7][C:31](=[O:33])[CH:30]([N:16]1[CH2:17][CH2:18][CH2:19][c:20]2[cH:21][c:22]([O:23][CH3:24])[c:25]([O:26][CH3:27])[cH:28][c:29]2[CH:15]1[CH2:14][c:13]1[cH:12][cH:11][c:10]([O:9][CH3:8])[c:41]([O:42][CH3:43])[cH:40]1)[c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1.[OH2:32]
Cc1ncc[nH]1.Clc1cnc2CN(Cc3ccccc3)CCOc2n1>>Cc1nccn1-c1cnc2CN(Cc3ccccc3)CCOc2n1,[Cl:7][c:8]1[cH:9][n:10][c:11]2[CH2:12][N:13]([CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH2:21][CH2:22][O:23][c:24]2[n:25]1.[CH3:1][c:2]1[n:3][cH:4][cH:5][nH:6]1>>[CH3:1][c:2]1[n:3][cH:4][cH:5][n:6]1-[c:8]1[cH:9][n:10][c:11]2[CH2:12][N:13]([CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH2:21][CH2:22][O:23][c:24]2[n:25]1.[ClH:7]
Cc1n[nH]c(=O)c(-c2cccc(F)c2F)c1-c1ccc(Cl)cc1.ClP(Cl)(Cl)=O>>Cc1nnc(Cl)c(-c2cccc(F)c2F)c1-c1ccc(Cl)cc1,[Cl:1][P:2]([Cl:3])([Cl:4])=[O:5].[CH3:6][c:7]1[n:8][nH:9][c:10](=[O:11])[c:12](-[c:13]2[cH:14][cH:15][cH:16][c:17]([F:18])[c:19]2[F:20])[c:21]1-[c:22]1[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]1>>[CH3:6][c:7]1[n:8][n:9][c:10]([Cl:4])[c:12](-[c:13]2[cH:14][cH:15][cH:16][c:17]([F:18])[c:19]2[F:20])[c:21]1-[c:22]1[cH:28][cH:27][c:25]([Cl:26])[cH:24][cH:23]1.[Cl:1].[Cl:3].[O:11].[O:5].[P:2]
CC(C)(C)OC(=O)Nc1ccc(Cl)cc1C=CC(O)=O.CC1CN(Cc2ccc(F)cc2)CCN1>>CC1CN(Cc2ccc(F)cc2)CCN1C(=O)C=Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,[CH3:16][C:17]([CH3:18])([CH3:19])[O:20][C:21](=[O:22])[NH:23][c:24]1[cH:25][cH:26][c:27]([Cl:28])[cH:29][c:30]1[CH:31]=[CH:32][C:33]([OH:34])=[O:35].[CH3:1][CH:2]1[CH2:3][N:4]([CH2:5][c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]2)[CH2:13][CH2:14][NH:15]1>>[CH3:1][CH:2]1[CH2:3][N:4]([CH2:5][c:6]2[cH:12][cH:11][c:9]([F:10])[cH:8][cH:7]2)[CH2:13][CH2:14][N:15]1[C:33](=[O:35])[CH:32]=[CH:31][c:30]1[cH:29][c:27]([Cl:28])[cH:26][cH:25][c:24]1[NH:23][C:21](=[O:22])[O:20][C:17]([CH3:16])([CH3:19])[CH3:18].[OH2:34]
Cc1cc(C)cc(c1)C(O)=O.ClS(Cl)=O>>Cc1cc(C)cc(c1)C(Cl)=O,[Cl:1][S:2]([Cl:3])=[O:4].[CH3:5][c:6]1[cH:7][c:8]([CH3:9])[cH:10][c:11]([cH:12]1)[C:13]([OH:14])=[O:15]>>[CH3:9][c:8]1[cH:7][c:6]([CH3:5])[cH:12][c:11]([cH:10]1)[C:13]([Cl:3])=[O:15].[Cl:1].[O:14].[O:4].[S:2]
COc1ccc(SCC(O)=O)cc1OC.NC1C2SCC(C=C3CCN(Cc4cccc(O)c4)C3=O)=C(N2C1=O)C(O)=O>>COc1ccc(SCC(=O)NC2C3SCC(C=C4CCN(Cc5cccc(O)c5)C4=O)=C(N3C2=O)C(O)=O)cc1OC,[CH3:29][O:30][c:31]1[cH:32][cH:33][c:34]([S:35][CH2:36][C:37]([OH:38])=[O:39])[cH:40][c:41]1[O:42][CH3:43].[NH2:1][CH:2]1[CH:3]2[S:4][CH2:5][C:6]([CH:7]=[C:8]3[CH2:9][CH2:10][N:11]([CH2:12][c:13]4[cH:14][cH:15][cH:16][c:17]([OH:18])[cH:19]4)[C:20]3=[O:21])=[C:22]([N:23]2[C:24]1=[O:25])[C:26]([OH:27])=[O:28]>>[CH3:29][O:30][c:31]1[cH:32][cH:33][c:34]([S:35][CH2:36][C:37](=[O:39])[NH:1][CH:2]2[CH:3]3[S:4][CH2:5][C:6]([CH:7]=[C:8]4[CH2:9][CH2:10][N:11]([CH2:12][c:13]5[cH:14][cH:15][cH:16][c:17]([OH:18])[cH:19]5)[C:20]4=[O:21])=[C:22]([N:23]3[C:24]2=[O:25])[C:26]([OH:27])=[O:28])[cH:40][c:41]1[O:42][CH3:43].[OH2:38]
COC1=CC(=O)N(C1)C(CC1CCCC1)C(O)=O.Nc1cnccn1>>COC1=CC(=O)N(C1)C(CC1CCCC1)C(=O)Nc1cnccn1,[CH3:8][O:9][C:10]1=[CH:11][C:12](=[O:13])[N:14]([CH2:15]1)[CH:16]([CH2:17][CH:18]1[CH2:19][CH2:20][CH2:21][CH2:22]1)[C:23]([OH:24])=[O:25].[NH2:1][c:2]1[cH:3][n:4][cH:5][cH:6][n:7]1>>[CH3:8][O:9][C:10]1=[CH:11][C:12](=[O:13])[N:14]([CH2:15]1)[CH:16]([CH2:17][CH:18]1[CH2:19][CH2:20][CH2:21][CH2:22]1)[C:23](=[O:25])[NH:1][c:2]1[cH:3][n:4][cH:5][cH:6][n:7]1.[OH2:24]
